payment_id,client_number,payment_ordered_on,payment_currency,payment_amount,gbp_payment_amount
PI1051317,100199,2019-04-21T00:00:00,CNY,2588.19,294.16
PI1225324,100441,2019-08-16T00:00:00,CNY,5637.99,642.81
PI1275136,100441,2019-10-22T00:00:00,CNY,40192.43,4429.17
PI1225323,100441,2019-10-25T00:00:00,CNY,30955.66,3515.55
PI1215283,100605,2019-08-29T00:00:00,CNY,16211.73,1829.16
PI1333741,100605,2019-11-12T00:00:00,CNY,134126.71,14850.72
PI1334856,100605,2019-11-25T00:00:00,CNY,260189.97,28808.65
PI1334918,100605,2019-11-26T00:00:00,CNY,843495.38,93393.16
PI1417569,100605,2019-12-05T00:00:00,CNY,104713.52,11699.15
PI1441443,100605,2019-12-09T00:00:00,CNY,3177.36,347.39
PI1479313,100605,2019-12-31T00:00:00,CNY,134327.33,14788.85
PI1423196,100605,2020-01-12T00:00:00,CNY,1101524.26,122709.27
PI1409751,100605,2020-01-18T00:00:00,CNY,18879.93,2074.06
PI1426004,100605,2020-02-03T00:00:00,CNY,209038.89,23250.87
PI1463847,100605,2020-03-05T00:00:00,CNY,118659.44,13092.89
PI1621328,100605,2020-04-03T00:00:00,CNY,445017.65,50733.66
PI1674908,100605,2020-05-14T00:00:00,CNY,189908.23,21250.55
PI1704500,100605,2020-05-18T00:00:00,CNY,56224.48,6470.1
PI1650306,100605,2020-05-24T00:00:00,CNY,503335.32,57157.32
PI1737544,100605,2020-06-04T00:00:00,CNY,286946.05,32713.41
PI1670928,100605,2020-06-10T00:00:00,CNY,138243.97,15349.35
PI1728385,100605,2020-06-12T00:00:00,CNY,55863.19,6325.06
PI1686232,100605,2020-06-15T00:00:00,CNY,42417.72,4815.33
PI1711632,100605,2020-06-15T00:00:00,CNY,48977.84,5558.5
PI1647502,100605,2020-06-23T00:00:00,CNY,12325.22,1406.95
PI1727487,100605,2020-06-26T00:00:00,CNY,6628.45,750.5
PI1657093,100605,2020-07-05T00:00:00,CNY,951879.32,106929.11
PI1727272,100605,2020-07-06T00:00:00,CNY,171376.79,19403.99
PI1674545,100605,2020-07-08T00:00:00,CNY,3120.65,349.2
PI1727491,100605,2020-07-11T00:00:00,CNY,226047.31,25594.02
PI1918822,100605,2020-10-11T00:00:00,CNY,166720.61,19096.91
PI1918800,100605,2020-10-20T00:00:00,CNY,153780.53,17614.7
PI1916377,100605,2020-10-20T00:00:00,CNY,467420.06,53540.36
PI1886249,100605,2020-11-02T00:00:00,CNY,494754.81,56416.02
PI1918930,100605,2020-11-06T00:00:00,CNY,20425.79,2339.66
PI1918820,100605,2020-11-24T00:00:00,CNY,151026.98,17299.3
PI1918817,100605,2020-11-30T00:00:00,CNY,694451.45,79545.54
PI1974584,100605,2020-12-01T00:00:00,CNY,103526.19,11905.93
PI1916237,100605,2020-12-02T00:00:00,CNY,38870.38,4497.84
PI1918977,100605,2020-12-08T00:00:00,CNY,4583.77,525.04
PI1935858,100605,2020-12-17T00:00:00,CNY,504954.04,58137.59
PI1965479,100605,2020-12-23T00:00:00,CNY,269754.01,30709.08
PI1974580,100605,2021-01-04T00:00:00,CNY,9710.16,1116.71
PI1385934,100862,2020-02-02T00:00:00,CNY,144432.19,15794.62
PI1427197,100862,2020-02-08T00:00:00,CNY,538282.79,60205.66
PI1427266,100862,2020-02-22T00:00:00,CNY,1293.09,144.63
PI1890414,100862,2020-09-22T00:00:00,CNY,42965.33,4947.5
PI1879828,100862,2020-11-02T00:00:00,CNY,87573.83,10064.83
PI1174416,101426,2019-08-02T00:00:00,CNY,0.43,0.05
PI1173089,101426,2019-08-11T00:00:00,CNY,0.34,0.04
PI1174027,101426,2019-08-17T00:00:00,CNY,0.58,0.07
PI1473695,101426,2020-02-21T00:00:00,CNY,1.07,0.12
PI1486155,101426,2020-04-04T00:00:00,CNY,1.7,0.19
PI865216,101480,2018-12-12T00:00:00,CNY,3457.37,394.94
PI865193,101480,2018-12-17T00:00:00,CNY,1980.29,226.21
PI904583,101480,2019-02-09T00:00:00,CNY,40243.0,4580.85
PI865217,101480,2019-02-13T00:00:00,CNY,130853.35,14947.65
PI876642,101480,2019-03-18T00:00:00,CNY,158523.02,17896.58
PI930579,101480,2019-04-06T00:00:00,CNY,56544.9,6433.68
PI901301,101480,2019-04-07T00:00:00,CNY,39634.7,4497.81
PI979745,101480,2019-05-02T00:00:00,CNY,73381.0,8372.77
PI962708,101480,2019-05-15T00:00:00,CNY,2891.93,327.3
PI1039034,101480,2019-06-11T00:00:00,CNY,54412.4,6230.8
PI1083351,101480,2019-07-06T00:00:00,CNY,32625.07,3739.19
PI1107858,101480,2019-07-25T00:00:00,CNY,62608.25,7330.44
PI1155986,101480,2019-08-07T00:00:00,CNY,30579.27,3583.91
PI1124150,101480,2019-08-18T00:00:00,CNY,609.78,70.88
PI1254261,101480,2019-09-05T00:00:00,CNY,2090.62,232.24
PI1337856,101480,2019-11-29T00:00:00,CNY,117861.19,13017.67
PI1296438,101480,2019-11-30T00:00:00,CNY,2368.15,260.68
PI1296439,101480,2019-11-30T00:00:00,CNY,58698.48,6461.39
PI1359987,101480,2019-12-23T00:00:00,CNY,29593.85,3209.43
PI1363865,101480,2020-01-02T00:00:00,CNY,3063.73,330.58
PI1404480,101480,2020-02-01T00:00:00,CNY,62717.35,6886.35
PI1523018,101480,2020-02-03T00:00:00,CNY,26753.18,2938.95
PI1493794,101480,2020-03-16T00:00:00,CNY,24968.29,2747.84
PI1610696,101480,2020-03-22T00:00:00,CNY,29098.95,3312.08
PI1570899,101480,2020-04-02T00:00:00,CNY,1268.31,146.14
PI1505862,101480,2020-04-17T00:00:00,CNY,116286.94,13017.33
PI1624446,101480,2020-04-19T00:00:00,CNY,30684.18,3537.72
PI1615549,101480,2020-06-05T00:00:00,CNY,7631.22,876.14
PI1744508,101480,2020-06-06T00:00:00,CNY,57026.82,6397.08
PI1714459,101480,2020-06-19T00:00:00,CNY,14344.99,1627.9
PI1673161,101480,2020-06-22T00:00:00,CNY,2268.51,251.87
PI1829170,101480,2020-07-23T00:00:00,CNY,67934.35,7722.29
PI1723957,101480,2020-08-17T00:00:00,CNY,24512.98,2778.26
PI1891111,101480,2020-10-01T00:00:00,CNY,3105.67,357.62
PI1825603,101480,2020-10-03T00:00:00,CNY,26518.7,2973.09
PI1926405,101480,2020-10-16T00:00:00,CNY,153078.99,17609.91
PI1891112,101480,2020-11-06T00:00:00,CNY,26534.28,3055.45
PI1966632,101480,2020-11-13T00:00:00,CNY,40292.15,4606.16
PI1998310,101480,2020-11-25T00:00:00,CNY,103775.55,11904.25
PI1953073,101480,2020-12-02T00:00:00,CNY,45777.77,5227.31
PI1998311,101480,2021-01-30T00:00:00,CNY,98208.92,11265.7
PI1648208,103325,2020-04-17T00:00:00,CNY,34964.74,3991.29
PI1644179,103325,2020-04-17T00:00:00,CNY,12626.88,1450.31
PI1685760,103325,2020-06-18T00:00:00,CNY,3582.52,403.06
PI1697560,103325,2020-08-02T00:00:00,CNY,23624.82,2718.66
PI1869003,103325,2020-08-12T00:00:00,CNY,75495.71,8598.17
PI915614,103341,2019-02-10T00:00:00,CNY,156587.32,17578.65
PI861239,103731,2018-12-14T00:00:00,CNY,21752.86,2485.45
PI859737,103731,2018-12-21T00:00:00,CNY,116634.71,13326.52
PI889411,103731,2018-12-26T00:00:00,CNY,65353.79,7486.03
PI854108,103731,2019-01-01T00:00:00,CNY,92144.92,10618.33
PI905524,103731,2019-01-08T00:00:00,CNY,17007.21,1938.51
PI905527,103731,2019-01-10T00:00:00,CNY,18115.82,2064.87
PI864968,103731,2019-01-25T00:00:00,CNY,83278.87,9513.12
PI943497,103731,2019-01-31T00:00:00,CNY,12562.38,1413.84
PI973186,103731,2019-03-01T00:00:00,CNY,14251.68,1622.07
PI905511,103731,2019-03-18T00:00:00,CNY,23549.57,2684.22
PI973188,103731,2019-03-23T00:00:00,CNY,43290.45,4927.15
PI930255,103731,2019-04-07T00:00:00,CNY,49298.71,5554.73
PI1009334,103731,2019-04-17T00:00:00,CNY,67787.39,7622.46
PI1031409,103731,2019-04-21T00:00:00,CNY,20790.05,2372.94
PI999337,103731,2019-04-24T00:00:00,CNY,45512.07,5182.97
PI990219,103731,2019-04-27T00:00:00,CNY,7882.7,905.36
PI973187,103731,2019-05-02T00:00:00,CNY,10377.5,1181.13
PI1017845,103731,2019-05-03T00:00:00,CNY,56838.04,6419.19
PI1009334,103731,2019-05-11T00:00:00,CNY,24702.27,2777.68
PI991931,103731,2019-05-21T00:00:00,CNY,18740.39,2152.43
PI997177,103731,2019-05-23T00:00:00,CNY,42866.4,4924.95
PI1059215,103731,2019-05-28T00:00:00,CNY,68099.9,7732.57
PI1062388,103731,2019-05-28T00:00:00,CNY,45424.84,5201.78
PI1127794,103731,2019-06-03T00:00:00,CNY,39565.48,4603.55
PI993822,103731,2019-06-13T00:00:00,CNY,6937.8,797.09
PI1036354,103731,2019-06-14T00:00:00,CNY,157651.49,18120.13
PI1009335,103731,2019-06-23T00:00:00,CNY,5032.85,565.93
PI1089258,103731,2019-06-29T00:00:00,CNY,24005.51,2776.17
PI1170976,103731,2019-07-03T00:00:00,CNY,51292.17,5902.85
PI1100448,103731,2019-07-22T00:00:00,CNY,272097.45,31679.48
PI1127871,103731,2019-08-02T00:00:00,CNY,58079.83,6757.74
PI1172319,103731,2019-08-05T00:00:00,CNY,4471.14,508.7
PI1082397,103731,2019-08-05T00:00:00,CNY,25396.89,2904.81
PI1103798,103731,2019-08-09T00:00:00,CNY,96904.47,11275.18
PI1127600,103731,2019-08-14T00:00:00,CNY,109702.69,12764.2
PI1103868,103731,2019-08-20T00:00:00,CNY,225525.21,26240.65
PI1195842,103731,2019-08-28T00:00:00,CNY,50623.12,5765.34
PI1254740,103731,2019-08-28T00:00:00,CNY,26027.38,2924.38
PI1127454,103731,2019-09-08T00:00:00,CNY,13245.4,1541.14
PI1239323,103731,2019-10-24T00:00:00,CNY,843.55,96.79
PI1270920,103731,2019-11-08T00:00:00,CNY,107367.43,11789.14
PI1250243,103731,2019-11-24T00:00:00,CNY,61073.84,6784.55
PI1427702,103731,2019-12-22T00:00:00,CNY,52432.97,5864.5
PI849003,105370,2018-12-02T00:00:00,CNY,9859.84,1127.43
PI881962,105370,2018-12-14T00:00:00,CNY,35029.54,3970.94
PI864044,105370,2018-12-23T00:00:00,CNY,18819.35,2150.27
PI897156,105370,2018-12-30T00:00:00,CNY,18630.4,2152.1
PI884037,105370,2019-01-07T00:00:00,CNY,5135.84,581.2
PI946494,105370,2019-02-05T00:00:00,CNY,5650.82,635.98
PI934742,105370,2019-02-06T00:00:00,CNY,3296.9,369.07
PI915770,105370,2019-02-06T00:00:00,CNY,13420.75,1506.63
PI881571,105370,2019-02-07T00:00:00,CNY,41478.09,4701.94
PI944097,105370,2019-02-13T00:00:00,CNY,31.48,3.59
PI956612,105370,2019-02-19T00:00:00,CNY,5041.02,576.28
PI905984,105370,2019-03-01T00:00:00,CNY,84075.1,9570.24
PI897148,105370,2019-03-04T00:00:00,CNY,38420.03,4438.12
PI934745,105370,2019-03-09T00:00:00,CNY,49062.23,5492.28
PI967874,105370,2019-03-13T00:00:00,CNY,7688.46,877.04
PI929209,105370,2019-03-13T00:00:00,CNY,19451.03,2206.1
PI884035,105370,2019-03-16T00:00:00,CNY,1902.62,215.31
PI891112,105370,2019-03-18T00:00:00,CNY,1996.71,228.38
PI987053,105370,2019-03-20T00:00:00,CNY,4437.02,509.72
PI905981,105370,2019-03-23T00:00:00,CNY,66034.49,7516.68
PI965616,105370,2019-03-25T00:00:00,CNY,25108.1,2856.58
PI907944,105370,2019-03-26T00:00:00,CNY,10619.74,1210.46
PI925899,105370,2019-04-03T00:00:00,CNY,22685.31,2574.27
PI925450,105370,2019-04-04T00:00:00,CNY,114268.16,12966.88
PI918293,105370,2019-04-09T00:00:00,CNY,1082.9,121.88
PI977333,105370,2019-04-10T00:00:00,CNY,4025.18,458.13
PI929213,105370,2019-04-13T00:00:00,CNY,50106.2,5682.96
PI1024757,105370,2019-04-13T00:00:00,CNY,8170.18,927.28
PI956617,105370,2019-04-14T00:00:00,CNY,13466.59,1539.46
PI967290,105370,2019-04-15T00:00:00,CNY,17931.78,2045.53
PI1012984,105370,2019-04-17T00:00:00,CNY,59190.14,6655.72
PI1054344,105370,2019-04-23T00:00:00,CNY,44264.7,5036.86
PI1074376,105370,2019-05-03T00:00:00,CNY,4140.42,475.6
PI1043378,105370,2019-05-11T00:00:00,CNY,61964.64,7126.55
PI1074603,105370,2019-05-16T00:00:00,CNY,59531.03,6838.19
PI985103,105370,2019-05-18T00:00:00,CNY,84032.38,9623.63
PI987062,105370,2019-05-20T00:00:00,CNY,2786.61,320.13
PI1056222,105370,2019-05-23T00:00:00,CNY,999.28,113.57
PI1022947,105370,2019-05-27T00:00:00,CNY,17241.25,1958.0
PI1088221,105370,2019-05-27T00:00:00,CNY,11743.68,1343.2
PI1012615,105370,2019-06-03T00:00:00,CNY,21340.51,2399.67
PI1064025,105370,2019-06-04T00:00:00,CNY,108528.21,12356.86
PI1122850,105370,2019-06-13T00:00:00,CNY,751.39,87.35
PI1014452,105370,2019-06-13T00:00:00,CNY,5128.86,576.26
PI1045883,105370,2019-06-13T00:00:00,CNY,11990.8,1375.03
PI1065417,105370,2019-06-18T00:00:00,CNY,2216.96,253.87
PI1100592,105370,2019-06-20T00:00:00,CNY,22391.69,2597.11
PI1100395,105370,2019-06-21T00:00:00,CNY,2605.59,302.21
PI1124736,105370,2019-06-26T00:00:00,CNY,15866.51,1844.41
PI1145652,105370,2019-06-27T00:00:00,CNY,1444.26,171.69
PI1133390,105370,2019-06-29T00:00:00,CNY,29720.93,3486.65
PI1032642,105370,2019-07-01T00:00:00,CNY,90166.32,10291.41
PI1154077,105370,2019-07-04T00:00:00,CNY,55737.96,6517.17
PI1174498,105370,2019-07-18T00:00:00,CNY,5733.14,655.75
PI1120701,105370,2019-07-21T00:00:00,CNY,43547.39,5069.63
PI1112169,105370,2019-07-28T00:00:00,CNY,9696.94,1121.5
PI1120607,105370,2019-07-28T00:00:00,CNY,5782.79,673.21
PI1182186,105370,2019-07-29T00:00:00,CNY,120017.39,13757.05
PI1064018,105370,2019-07-30T00:00:00,CNY,206142.91,23471.13
PI1109853,105370,2019-08-08T00:00:00,CNY,29262.45,3384.34
PI1085690,105370,2019-08-10T00:00:00,CNY,388628.83,44572.06
PI1133386,105370,2019-08-10T00:00:00,CNY,53826.67,6314.57
PI1241927,105370,2019-08-17T00:00:00,CNY,91195.1,10447.9
PI1133385,105370,2019-09-02T00:00:00,CNY,13335.45,1564.43
PI1182186,105370,2019-09-03T00:00:00,CNY,90677.25,10393.92
PI1252873,105370,2019-09-03T00:00:00,CNY,87121.51,9959.97
PI1282292,105370,2019-09-10T00:00:00,CNY,14278.49,1573.48
PI1145654,105370,2019-09-12T00:00:00,CNY,36723.37,4365.54
PI1279842,105370,2019-09-14T00:00:00,CNY,37918.04,4173.07
PI1295876,105370,2019-09-15T00:00:00,CNY,8565.53,939.63
PI1164985,105370,2019-09-15T00:00:00,CNY,12590.14,1471.38
PI1206127,105370,2019-09-16T00:00:00,CNY,100919.56,11557.76
PI1153598,105370,2019-09-19T00:00:00,CNY,43385.12,5072.81
PI1172346,105370,2019-09-25T00:00:00,CNY,9623.04,1107.45
PI1164984,105370,2019-09-26T00:00:00,CNY,117.24,13.7
PI1172366,105370,2019-09-30T00:00:00,CNY,46547.9,5356.87
PI1279838,105370,2019-10-02T00:00:00,CNY,139416.51,15343.49
PI1307274,105370,2019-10-05T00:00:00,CNY,15246.65,1702.96
PI1182187,105370,2019-10-08T00:00:00,CNY,61023.05,6994.8
PI1241911,105370,2019-10-09T00:00:00,CNY,46154.52,5287.76
PI1318306,105370,2019-10-15T00:00:00,CNY,3863.0,427.11
PI1252867,105370,2019-10-16T00:00:00,CNY,61192.73,6995.72
PI1252872,105370,2019-10-19T00:00:00,CNY,3616.3,413.43
PI1279839,105370,2019-10-23T00:00:00,CNY,125364.6,13797.0
PI1305328,105370,2019-10-26T00:00:00,CNY,15907.54,1777.1
PI1264781,105370,2019-10-29T00:00:00,CNY,93145.01,10245.15
PI1316460,105370,2019-11-01T00:00:00,CNY,33417.75,3701.15
PI1217054,105370,2019-11-05T00:00:00,CNY,49278.83,5560.1
PI1295884,105370,2019-11-05T00:00:00,CNY,4710.51,516.74
PI1243819,105370,2019-11-14T00:00:00,CNY,750.21,85.95
PI1403548,105370,2019-11-16T00:00:00,CNY,37887.93,4124.14
PI1370348,105370,2019-11-19T00:00:00,CNY,16927.53,1845.66
PI1403555,105370,2019-11-21T00:00:00,CNY,133088.85,14486.85
PI1267962,105370,2019-11-21T00:00:00,CNY,4611.88,501.95
PI1329279,105370,2019-11-24T00:00:00,CNY,147015.97,16177.5
PI1267956,105370,2019-11-29T00:00:00,CNY,1313.82,142.99
PI1442874,105370,2019-12-05T00:00:00,CNY,107.23,11.72
PI1442883,105370,2019-12-05T00:00:00,CNY,2855.32,312.18
PI1292516,105370,2019-12-06T00:00:00,CNY,353.16,38.75
PI1359350,105370,2019-12-08T00:00:00,CNY,29803.92,3232.21
PI1442880,105370,2019-12-09T00:00:00,CNY,331.83,36.28
PI1397941,105370,2019-12-15T00:00:00,CNY,21153.36,2308.97
PI1342835,105370,2019-12-19T00:00:00,CNY,5093.77,559.67
PI1373833,105370,2019-12-20T00:00:00,CNY,7521.93,805.82
PI1398532,105370,2019-12-24T00:00:00,CNY,24001.72,2619.88
PI1476900,105370,2019-12-25T00:00:00,CNY,144508.36,15860.33
PI1389880,105370,2019-12-27T00:00:00,CNY,5865.04,641.38
PI1359347,105370,2020-01-01T00:00:00,CNY,14696.08,1593.78
PI1476899,105370,2020-01-01T00:00:00,CNY,120910.18,13270.35
PI1342834,105370,2020-01-05T00:00:00,CNY,162427.12,17846.35
PI1389876,105370,2020-01-06T00:00:00,CNY,112.96,12.35
PI1329280,105370,2020-01-09T00:00:00,CNY,158545.63,17446.21
PI1330747,105370,2020-01-10T00:00:00,CNY,11147.21,1233.66
PI1428787,105370,2020-01-10T00:00:00,CNY,16615.73,1848.13
PI1479437,105370,2020-01-15T00:00:00,CNY,32645.5,3588.66
PI1417439,105370,2020-01-18T00:00:00,CNY,1449.14,160.29
PI1439795,105370,2020-01-18T00:00:00,CNY,17415.81,1913.13
PI1417437,105370,2020-01-18T00:00:00,CNY,6910.84,764.43
PI1465533,105370,2020-01-23T00:00:00,CNY,89408.76,9917.85
PI1389881,105370,2020-01-27T00:00:00,CNY,174145.25,19043.93
PI1464736,105370,2020-01-28T00:00:00,CNY,100869.04,11189.11
PI1398531,105370,2020-02-11T00:00:00,CNY,14075.56,1536.4
PI1488709,105370,2020-02-14T00:00:00,CNY,105927.88,11707.91
PI1428747,105370,2020-02-15T00:00:00,CNY,194802.87,21667.43
PI1543767,105370,2020-02-28T00:00:00,CNY,13157.97,1578.81
PI1531142,105370,2020-03-04T00:00:00,CNY,9475.42,1074.57
PI1542219,105370,2020-03-05T00:00:00,CNY,68550.68,8264.46
PI1488716,105370,2020-03-06T00:00:00,CNY,46608.85,5151.55
PI1467301,105370,2020-03-06T00:00:00,CNY,1326.59,146.38
PI1567258,105370,2020-03-10T00:00:00,CNY,18186.88,2091.5
PI1452234,105370,2020-03-10T00:00:00,CNY,91743.24,10038.22
PI1530639,105370,2020-03-12T00:00:00,CNY,27131.48,3076.86
PI1567262,105370,2020-03-14T00:00:00,CNY,4982.79,573.03
PI1575121,105370,2020-03-28T00:00:00,CNY,84943.24,9674.04
PI1542133,105370,2020-04-03T00:00:00,CNY,17252.63,2079.98
PI1619555,105370,2020-04-04T00:00:00,CNY,20904.03,2371.69
PI1628738,105370,2020-04-06T00:00:00,CNY,46083.06,5323.15
PI1616713,105370,2020-04-08T00:00:00,CNY,58483.2,6714.41
PI1650426,105370,2020-04-09T00:00:00,CNY,389657.18,44248.36
PI1530626,105370,2020-04-17T00:00:00,CNY,75910.13,8608.63
PI1575129,105370,2020-04-22T00:00:00,CNY,28187.52,3210.23
PI1676733,105370,2020-04-25T00:00:00,CNY,60574.21,6778.2
PI1639997,105370,2020-04-27T00:00:00,CNY,25931.09,2982.04
PI1530603,105370,2020-04-30T00:00:00,CNY,125600.27,14243.78
PI1542128,105370,2020-05-03T00:00:00,CNY,55223.87,6657.78
PI1676731,105370,2020-05-09T00:00:00,CNY,112111.28,12545.15
PI1609538,105370,2020-05-09T00:00:00,CNY,21608.55,2459.52
PI1609536,105370,2020-05-10T00:00:00,CNY,5239.22,596.33
PI1676569,105370,2020-05-11T00:00:00,CNY,67931.7,7601.5
PI1667003,105370,2020-05-11T00:00:00,CNY,34877.98,3864.55
PI1609542,105370,2020-05-15T00:00:00,CNY,45514.46,5180.52
PI1631568,105370,2020-05-18T00:00:00,CNY,301.59,35.01
PI1575093,105370,2020-05-19T00:00:00,CNY,92042.99,10482.61
PI1652074,105370,2020-05-20T00:00:00,CNY,76108.98,8642.72
PI1699481,105370,2020-05-25T00:00:00,CNY,113308.58,13039.13
PI1610299,105370,2020-05-25T00:00:00,CNY,29004.46,3301.33
PI1610554,105370,2020-05-26T00:00:00,CNY,8610.34,980.04
PI1713437,105370,2020-05-28T00:00:00,CNY,105646.64,11989.84
PI1616715,105370,2020-05-28T00:00:00,CNY,122407.3,14053.48
PI1724742,105370,2020-05-29T00:00:00,CNY,152403.23,17273.15
PI1666946,105370,2020-05-30T00:00:00,CNY,84542.12,9367.43
PI1609513,105370,2020-05-31T00:00:00,CNY,68025.08,7742.7
PI1630863,105370,2020-06-02T00:00:00,CNY,77.1,8.95
PI1699478,105370,2020-06-02T00:00:00,CNY,106929.72,12305.08
PI1676573,105370,2020-06-02T00:00:00,CNY,25045.68,2802.59
PI1654738,105370,2020-06-03T00:00:00,CNY,2233.13,252.97
PI1751373,105370,2020-06-04T00:00:00,CNY,8121.79,905.2
PI1678774,105370,2020-06-06T00:00:00,CNY,4897.29,551.07
PI1609501,105370,2020-06-07T00:00:00,CNY,765.92,87.18
PI1699570,105370,2020-06-09T00:00:00,CNY,23565.9,2711.88
PI1678773,105370,2020-06-09T00:00:00,CNY,3090.77,347.79
PI1701797,105370,2020-06-10T00:00:00,CNY,174915.6,20128.64
PI1609532,105370,2020-06-10T00:00:00,CNY,12327.2,1403.1
PI1727865,105370,2020-06-10T00:00:00,CNY,73.87,8.33
PI1748171,105370,2020-06-11T00:00:00,CNY,85888.69,9615.35
PI1751288,105370,2020-06-12T00:00:00,CNY,8460.71,942.98
PI1751267,105370,2020-06-13T00:00:00,CNY,468.61,52.23
PI1666995,105370,2020-06-14T00:00:00,CNY,84349.52,9346.09
PI1715485,105370,2020-06-15T00:00:00,CNY,27577.37,3129.54
PI1640703,105370,2020-06-16T00:00:00,CNY,64731.12,7443.99
PI1689037,105370,2020-06-17T00:00:00,CNY,13649.85,1560.81
PI1750985,105370,2020-06-19T00:00:00,CNY,6890.74,768.0
PI1699543,105370,2020-06-20T00:00:00,CNY,117488.62,13520.15
PI1667055,105370,2020-06-21T00:00:00,CNY,85577.15,9482.11
PI1724734,105370,2020-06-22T00:00:00,CNY,61605.74,6982.3
PI1748200,105370,2020-06-23T00:00:00,CNY,24142.85,2702.82
PI1619553,105370,2020-06-25T00:00:00,CNY,990.46,112.37
PI1763911,105370,2020-06-26T00:00:00,CNY,3481.73,380.09
PI1736364,105370,2020-06-27T00:00:00,CNY,49069.35,5568.94
PI1676732,105370,2020-06-27T00:00:00,CNY,40076.02,4484.47
PI1666940,105370,2020-06-29T00:00:00,CNY,40235.49,4458.17
PI1687725,105370,2020-06-29T00:00:00,CNY,100636.19,11424.39
PI1760163,105370,2020-07-01T00:00:00,CNY,119798.62,13099.92
PI1701794,105370,2020-07-01T00:00:00,CNY,4760.24,547.79
PI1774740,105370,2020-07-04T00:00:00,CNY,58783.81,6429.9
PI1787542,105370,2020-07-09T00:00:00,CNY,4935.67,541.7
PI1776438,105370,2020-07-10T00:00:00,CNY,2377.78,261.33
PI1807787,105370,2020-07-11T00:00:00,CNY,6382.18,701.76
PI1796156,105370,2020-07-12T00:00:00,CNY,233526.22,25690.29
PI1763926,105370,2020-07-15T00:00:00,CNY,3826.13,417.68
PI1762198,105370,2020-07-15T00:00:00,CNY,9419.42,1030.01
PI1787536,105370,2020-07-20T00:00:00,CNY,4187.52,459.59
PI1676572,105370,2020-07-20T00:00:00,CNY,106563.54,11924.36
PI1785776,105370,2020-07-21T00:00:00,CNY,36315.33,3991.0
PI1778590,105370,2020-07-22T00:00:00,CNY,9568.1,1050.04
PI1796148,105370,2020-07-24T00:00:00,CNY,76671.71,8434.67
PI1715790,105370,2020-07-25T00:00:00,CNY,2345.55,266.18
PI1737233,105370,2020-07-27T00:00:00,CNY,42716.24,4847.92
PI1760158,105370,2020-07-27T00:00:00,CNY,83317.53,9110.73
PI1796154,105370,2020-07-27T00:00:00,CNY,48883.65,5377.71
PI1698981,105370,2020-07-30T00:00:00,CNY,7486.09,861.47
PI1713453,105370,2020-08-02T00:00:00,CNY,139161.99,15793.5
PI1750988,105370,2020-08-03T00:00:00,CNY,10409.26,1160.16
PI1687732,105370,2020-08-06T00:00:00,CNY,90139.61,10232.81
PI1713435,105370,2020-08-06T00:00:00,CNY,48998.44,5560.84
PI1844664,105370,2020-08-07T00:00:00,CNY,117744.27,13433.98
PI1844154,105370,2020-08-08T00:00:00,CNY,62485.73,7129.28
PI1699474,105370,2020-08-08T00:00:00,CNY,109489.03,12599.59
PI1715492,105370,2020-08-10T00:00:00,CNY,10812.89,1227.07
PI1703553,105370,2020-08-11T00:00:00,CNY,4584.01,527.51
PI1809921,105370,2020-08-18T00:00:00,CNY,14057.86,1535.7
PI1751288,105370,2020-08-22T00:00:00,CNY,3572.38,398.16
PI1725613,105370,2020-08-23T00:00:00,CNY,108284.12,12272.76
PI1750943,105370,2020-08-24T00:00:00,CNY,1539.91,171.63
PI1882264,105370,2020-08-27T00:00:00,CNY,7115.76,817.82
PI1750956,105370,2020-08-29T00:00:00,CNY,6200.93,691.12
PI1859598,105370,2020-08-31T00:00:00,CNY,3109.32,358.44
PI1893568,105370,2020-09-01T00:00:00,CNY,48277.48,5573.17
PI1776518,105370,2020-09-01T00:00:00,CNY,6986.98,767.93
PI1902271,105370,2020-09-06T00:00:00,CNY,2075.8,236.97
PI1859597,105370,2020-09-07T00:00:00,CNY,323.53,37.3
PI1809928,105370,2020-09-08T00:00:00,CNY,5539.84,605.18
PI1798059,105370,2020-09-09T00:00:00,CNY,21472.35,2374.04
PI1763920,105370,2020-09-09T00:00:00,CNY,504.47,55.07
PI1916087,105370,2020-09-10T00:00:00,CNY,1700.7,196.79
PI1880295,105370,2020-09-13T00:00:00,CNY,175276.17,20144.44
PI1846607,105370,2020-09-14T00:00:00,CNY,1981.68,225.74
PI1882484,105370,2020-09-15T00:00:00,CNY,5415.3,622.38
PI1917036,105370,2020-09-15T00:00:00,CNY,3862.42,446.94
PI1810634,105370,2020-09-16T00:00:00,CNY,9500.07,1037.81
PI1764981,105370,2020-09-17T00:00:00,CNY,7281.7,794.91
PI1902275,105370,2020-09-17T00:00:00,CNY,12140.2,1385.92
PI1787553,105370,2020-09-17T00:00:00,CNY,454.5,49.88
PI1798206,105370,2020-09-17T00:00:00,CNY,26957.31,2980.46
PI1834275,105370,2020-09-19T00:00:00,CNY,5433.19,621.73
PI1823280,105370,2020-09-19T00:00:00,CNY,8001.76,885.11
PI1927975,105370,2020-09-22T00:00:00,CNY,114.76,13.16
PI1785778,105370,2020-09-23T00:00:00,CNY,110435.46,12136.68
PI1856269,105370,2020-09-27T00:00:00,CNY,47936.65,5516.55
PI1807682,105370,2020-09-27T00:00:00,CNY,67913.46,7467.56
