payment_id,client_number,payment_ordered_on,payment_currency,payment_amount,gbp_payment_amount
PI1675334,117987,2020-07-26T00:00:00,CNY,29565.19,3308.32
PI1777508,117987,2020-08-15T00:00:00,CNY,3084.64,339.08
PI1777476,117987,2020-08-26T00:00:00,CNY,2676.47,294.21
PI1759494,117987,2020-08-27T00:00:00,CNY,9662.69,1054.83
PI1850387,117987,2020-08-29T00:00:00,CNY,13693.56,1574.85
PI1926111,117987,2020-09-18T00:00:00,CNY,20101.0,2312.38
PI1774023,117987,2020-09-19T00:00:00,CNY,7001.99,769.58
PI1891068,117987,2020-09-19T00:00:00,CNY,2864.16,330.64
PI1942236,117987,2020-10-19T00:00:00,CNY,5733.53,659.29
PI1956219,117987,2020-11-14T00:00:00,CNY,31236.33,3562.62
PI1926105,117987,2020-12-08T00:00:00,CNY,1786.46,205.51
PI1973615,117987,2020-12-22T00:00:00,CNY,48816.56,5589.9
PI1973592,117987,2020-12-31T00:00:00,CNY,7383.92,849.18
PI1615980,118081,2020-04-22T00:00:00,CNY,5756.28,660.87
PI1629667,118081,2020-05-01T00:00:00,CNY,2894.76,336.03
PI1683816,118081,2020-05-16T00:00:00,CNY,3175.05,357.22
PI1590461,118081,2020-05-20T00:00:00,CNY,8734.4,999.15
PI1889891,118081,2020-09-23T00:00:00,CNY,9071.85,1044.63
PI853686,118790,2018-12-09T00:00:00,CNY,5624.93,643.5
PI853682,118790,2018-12-10T00:00:00,CNY,189675.32,21857.26
PI869045,118790,2018-12-29T00:00:00,CNY,87215.62,9811.99
PI897208,118790,2018-12-30T00:00:00,CNY,52464.1,5953.71
PI900301,118790,2019-01-04T00:00:00,CNY,3474.79,394.33
PI869032,118790,2019-01-19T00:00:00,CNY,156956.93,17658.07
PI897222,118790,2019-01-22T00:00:00,CNY,7502.89,851.44
PI853683,118790,2019-01-23T00:00:00,CNY,43363.33,4960.8
PI869060,118790,2019-02-11T00:00:00,CNY,7919.01,890.91
PI869058,118790,2019-02-16T00:00:00,CNY,357026.31,40216.67
PI897206,118790,2019-02-20T00:00:00,CNY,153222.76,17387.96
PI869049,118790,2019-02-25T00:00:00,CNY,318099.21,35787.01
PI897217,118790,2019-02-27T00:00:00,CNY,13089.83,1485.45
PI987882,118790,2019-03-04T00:00:00,CNY,120554.41,13846.32
PI987974,118790,2019-03-04T00:00:00,CNY,34498.18,3963.52
PI987885,118790,2019-03-11T00:00:00,CNY,21369.64,2454.42
PI987877,118790,2019-03-26T00:00:00,CNY,30647.05,3519.98
PI987884,118790,2019-03-31T00:00:00,CNY,7630.34,876.38
PI936110,118790,2019-04-04T00:00:00,CNY,31888.47,3599.8
PI987900,118790,2019-04-11T00:00:00,CNY,23845.62,2738.8
PI987889,118790,2019-04-12T00:00:00,CNY,1873.94,215.23
PI997161,118790,2019-04-17T00:00:00,CNY,45851.84,5267.95
PI997166,118790,2019-04-19T00:00:00,CNY,73624.37,8458.76
PI949225,118790,2019-05-03T00:00:00,CNY,184132.01,21004.44
PI1071522,118790,2019-05-07T00:00:00,CNY,51715.91,5924.88
PI997168,118790,2019-05-11T00:00:00,CNY,2723.89,312.95
PI1025831,118790,2019-05-12T00:00:00,CNY,111370.55,12737.05
PI1025898,118790,2019-05-19T00:00:00,CNY,3437.76,393.17
PI1025836,118790,2019-05-22T00:00:00,CNY,50380.2,5761.81
PI1071555,118790,2019-05-31T00:00:00,CNY,15590.53,1786.14
PI1025815,118790,2019-06-05T00:00:00,CNY,56416.65,6452.17
PI1027268,118790,2019-06-08T00:00:00,CNY,310339.63,35421.58
PI1071551,118790,2019-06-10T00:00:00,CNY,70797.35,8110.96
PI1025827,118790,2019-06-16T00:00:00,CNY,163568.34,18669.38
PI1071560,118790,2019-06-16T00:00:00,CNY,174549.01,19997.35
PI1132481,118790,2019-06-17T00:00:00,CNY,18530.46,2197.56
PI1025794,118790,2019-06-21T00:00:00,CNY,826567.07,94531.53
PI1132477,118790,2019-06-22T00:00:00,CNY,302497.02,35873.63
PI1071519,118790,2019-06-22T00:00:00,CNY,35155.65,4027.64
PI1071539,118790,2019-06-24T00:00:00,CNY,50346.51,5767.99
PI1132478,118790,2019-06-29T00:00:00,CNY,34909.91,4140.03
PI1071533,118790,2019-07-08T00:00:00,CNY,19660.41,2252.41
PI1106442,118790,2019-07-12T00:00:00,CNY,6277.71,735.02
PI1071511,118790,2019-07-24T00:00:00,CNY,58326.25,6682.2
PI1106460,118790,2019-07-27T00:00:00,CNY,111507.47,12896.37
PI1132483,118790,2019-08-07T00:00:00,CNY,277647.93,32926.73
PI1106449,118790,2019-08-10T00:00:00,CNY,6464.82,756.93
PI1132479,118790,2019-08-11T00:00:00,CNY,82462.18,9779.33
PI1106454,118790,2019-08-12T00:00:00,CNY,30996.37,3584.88
PI1217482,118790,2019-08-15T00:00:00,CNY,36269.19,4083.36
PI1245097,118790,2019-08-19T00:00:00,CNY,124130.6,14242.43
PI1256652,118790,2019-08-26T00:00:00,CNY,19001.36,2099.86
PI1132482,118790,2019-08-30T00:00:00,CNY,1324.67,157.1
PI1176424,118790,2019-08-31T00:00:00,CNY,1651.72,188.64
PI1245098,118790,2019-09-12T00:00:00,CNY,17118.97,1964.19
PI1256651,118790,2019-09-18T00:00:00,CNY,28345.77,3132.52
PI1176422,118790,2019-09-30T00:00:00,CNY,227099.59,25936.56
PI1176423,118790,2019-10-05T00:00:00,CNY,11088.64,1266.41
PI1221256,118790,2019-10-05T00:00:00,CNY,546.46,62.06
PI1217487,118790,2019-10-14T00:00:00,CNY,171803.51,19342.47
PI1221257,118790,2019-10-18T00:00:00,CNY,361172.26,41017.33
PI1283085,118790,2019-10-30T00:00:00,CNY,98072.47,10753.46
PI1217496,118790,2019-10-30T00:00:00,CNY,207733.38,23423.17
PI1327623,118790,2019-11-02T00:00:00,CNY,131458.65,14548.58
PI1327622,118790,2019-11-05T00:00:00,CNY,153710.01,17011.14
PI1217493,118790,2019-11-06T00:00:00,CNY,140445.0,15811.98
PI1327620,118790,2019-11-09T00:00:00,CNY,114794.04,12704.3
PI1283088,118790,2019-11-18T00:00:00,CNY,143867.39,15774.78
PI1391763,118790,2019-11-24T00:00:00,CNY,318092.41,35006.56
PI1391767,118790,2019-11-26T00:00:00,CNY,25967.19,2857.73
PI1283086,118790,2019-11-30T00:00:00,CNY,159273.08,17463.99
PI1286972,118790,2019-12-01T00:00:00,CNY,180996.09,19923.54
PI1283087,118790,2019-12-02T00:00:00,CNY,284747.96,31222.07
PI1423507,118790,2019-12-07T00:00:00,CNY,364896.48,40586.52
PI1391765,118790,2019-12-07T00:00:00,CNY,5502.22,605.53
PI1423508,118790,2019-12-16T00:00:00,CNY,46381.75,5158.93
PI1391764,118790,2019-12-20T00:00:00,CNY,233153.86,25658.94
PI1327621,118790,2019-12-22T00:00:00,CNY,12885.05,1425.99
PI1391766,118790,2019-12-22T00:00:00,CNY,16432.2,1808.39
PI1327619,118790,2019-12-26T00:00:00,CNY,69681.83,7711.71
PI1391762,118790,2019-12-29T00:00:00,CNY,17919.11,1972.02
PI1423509,118790,2019-12-31T00:00:00,CNY,526464.83,58557.36
PI1491174,118790,2020-01-01T00:00:00,CNY,175095.62,19269.79
PI1487922,118790,2020-01-24T00:00:00,CNY,50313.5,5537.15
PI1393593,118790,2020-01-26T00:00:00,CNY,26582.49,2901.58
PI1487921,118790,2020-01-31T00:00:00,CNY,27829.8,3069.75
PI1535579,118790,2020-01-31T00:00:00,CNY,28100.83,3271.48
PI1423506,118790,2020-02-07T00:00:00,CNY,35184.16,3913.45
PI1535578,118790,2020-02-09T00:00:00,CNY,71748.6,8352.91
PI1487919,118790,2020-02-12T00:00:00,CNY,21804.88,2399.69
PI1423851,118790,2020-02-16T00:00:00,CNY,13839.19,1539.3
PI1578034,118790,2020-03-01T00:00:00,CNY,1294.0,146.8
PI1570954,118790,2020-03-18T00:00:00,CNY,10172.38,1172.08
PI1630029,118790,2020-03-26T00:00:00,CNY,132395.79,15201.42
PI1491203,118790,2020-03-31T00:00:00,CNY,230997.98,25422.02
PI1487920,118790,2020-04-01T00:00:00,CNY,66023.43,7266.07
PI1667557,118790,2020-04-25T00:00:00,CNY,122509.96,13642.19
PI1597521,118790,2020-04-27T00:00:00,CNY,15020.42,1706.55
PI1578033,118790,2020-05-01T00:00:00,CNY,101496.63,11514.65
PI1667556,118790,2020-05-07T00:00:00,CNY,342604.59,38151.0
PI1653773,118790,2020-05-14T00:00:00,CNY,69306.91,7768.06
PI1597522,118790,2020-05-17T00:00:00,CNY,161017.81,18294.08
PI1667554,118790,2020-05-23T00:00:00,CNY,192573.02,21444.12
PI1598803,118790,2020-05-29T00:00:00,CNY,254282.11,28890.33
PI1630031,118790,2020-05-29T00:00:00,CNY,61150.61,7021.19
PI1584965,118790,2020-05-30T00:00:00,CNY,26431.45,2995.27
PI1718370,118790,2020-06-06T00:00:00,CNY,101885.41,11550.75
PI1597523,118790,2020-06-07T00:00:00,CNY,76026.51,8637.78
PI1756405,118790,2020-06-20T00:00:00,CNY,3296.92,363.05
PI1718369,118790,2020-06-29T00:00:00,CNY,57730.46,6544.9
PI1718368,118790,2020-06-30T00:00:00,CNY,37858.32,4292.0
PI1630030,118790,2020-06-30T00:00:00,CNY,95683.58,10986.19
PI1749325,118790,2020-07-02T00:00:00,CNY,119993.79,13237.12
PI1667553,118790,2020-07-04T00:00:00,CNY,43793.24,4876.63
PI1653772,118790,2020-07-06T00:00:00,CNY,68077.35,7630.25
PI1749324,118790,2020-07-13T00:00:00,CNY,33575.88,3703.92
PI1667552,118790,2020-07-21T00:00:00,CNY,197498.99,21992.65
PI1833862,118790,2020-07-23T00:00:00,CNY,69266.4,7890.1
PI1833864,118790,2020-07-25T00:00:00,CNY,37992.35,4327.69
PI1833868,118790,2020-07-30T00:00:00,CNY,6460.39,739.27
PI1718371,118790,2020-08-05T00:00:00,CNY,4605.21,522.09
PI1837390,118790,2020-08-07T00:00:00,CNY,132166.39,15150.5
PI1868467,118790,2020-08-12T00:00:00,CNY,6623.65,761.25
PI1833866,118790,2020-08-16T00:00:00,CNY,5931.35,675.64
PI1833865,118790,2020-08-16T00:00:00,CNY,10618.52,1209.55
PI1812804,118790,2020-09-02T00:00:00,CNY,1314.69,143.39
PI1749326,118790,2020-09-05T00:00:00,CNY,101233.2,11167.54
PI1812762,118790,2020-09-11T00:00:00,CNY,3368.41,367.39
PI1894971,118790,2020-09-16T00:00:00,CNY,134863.92,15518.55
PI1835162,118790,2020-09-16T00:00:00,CNY,18316.45,2086.42
PI1947477,118790,2020-10-03T00:00:00,CNY,155562.96,17831.94
PI1833867,118790,2020-10-04T00:00:00,CNY,5272.36,603.32
PI1894968,118790,2020-10-15T00:00:00,CNY,239385.77,27545.68
PI1833863,118790,2020-10-17T00:00:00,CNY,115520.06,13219.08
PI1894970,118790,2020-10-28T00:00:00,CNY,18113.08,2084.24
PI1989122,118790,2020-11-07T00:00:00,CNY,12220.82,1375.8
PI1989123,118790,2020-11-08T00:00:00,CNY,380475.58,42833.19
PI1989120,118790,2020-11-10T00:00:00,CNY,179210.61,20175.18
PI1894969,118790,2020-11-22T00:00:00,CNY,77939.44,8968.35
PI1989121,118790,2020-11-23T00:00:00,CNY,68823.25,7747.99
PI1989119,118790,2021-01-03T00:00:00,CNY,41253.09,4644.19
PI1559257,118795,2020-04-24T00:00:00,CNY,53463.54,6148.33
PI1697341,118795,2020-05-23T00:00:00,CNY,60760.12,6893.15
PI1653160,118795,2020-06-29T00:00:00,CNY,65001.37,7363.53
PI1653161,118795,2020-07-01T00:00:00,CNY,8683.08,983.64
PI1653163,118795,2020-07-05T00:00:00,CNY,55147.13,6247.21
PI1653164,118795,2020-07-06T00:00:00,CNY,99887.57,11315.53
PI1747440,118795,2020-08-16T00:00:00,CNY,68123.93,7626.56
PI1810945,118795,2020-08-26T00:00:00,CNY,23459.85,2562.8
PI862118,118849,2018-12-15T00:00:00,CNY,6568054.14,755433.11
PI869005,118849,2019-01-13T00:00:00,CNY,242402.69,27303.41
PI900078,118849,2019-01-23T00:00:00,CNY,7668335.79,870214.9
PI862099,118849,2019-01-24T00:00:00,CNY,8135264.75,935687.84
PI937687,118849,2019-02-05T00:00:00,CNY,4313955.23,483754.16
PI981268,118849,2019-02-26T00:00:00,CNY,1298438.03,148151.64
PI981494,118849,2019-04-03T00:00:00,CNY,107553.58,12271.85
PI1022701,118849,2019-05-23T00:00:00,CNY,201293.06,22859.8
PI1116549,118849,2019-06-18T00:00:00,CNY,1775812.39,207919.59
PI1075773,118849,2019-07-27T00:00:00,CNY,566399.22,64890.0
PI1214014,118849,2019-08-09T00:00:00,CNY,1256508.57,141983.8
PI1115788,118849,2019-08-10T00:00:00,CNY,408683.84,47850.42
PI1169925,118849,2019-09-06T00:00:00,CNY,4446955.19,518953.99
PI1169926,118849,2019-09-08T00:00:00,CNY,180975.05,21119.56
PI1261368,118849,2019-10-09T00:00:00,CNY,6218165.57,684074.44
PI1376199,118849,2019-11-07T00:00:00,CNY,13583729.29,1481811.18
PI1478856,118849,2020-01-08T00:00:00,CNY,13414727.04,1474656.58
PI1478863,118849,2020-01-11T00:00:00,CNY,520318.94,57197.72
PI1478882,118849,2020-01-15T00:00:00,CNY,4684316.72,516701.69
PI1478889,118849,2020-03-08T00:00:00,CNY,753362.61,82941.92
PI1657339,118849,2020-05-18T00:00:00,CNY,2544112.02,285792.16
PI1705054,118849,2020-06-08T00:00:00,CNY,585585.19,67001.26
PI1667600,118849,2020-06-08T00:00:00,CNY,2321662.13,258530.51
PI1705055,118849,2020-06-25T00:00:00,CNY,114513.6,13102.37
PI1725478,118849,2020-06-30T00:00:00,CNY,12765.16,1446.78
PI1678812,118849,2020-07-07T00:00:00,CNY,1907689.34,214024.97
PI1725527,118849,2020-07-14T00:00:00,CNY,331946.43,37440.6
PI1767545,118849,2020-07-25T00:00:00,CNY,857165.43,94075.63
PI1856147,118849,2020-08-09T00:00:00,CNY,8261289.39,950709.33
PI1820123,118849,2020-08-10T00:00:00,CNY,188752.99,20782.94
PI1767501,118849,2020-08-23T00:00:00,CNY,3023010.03,332142.37
PI1890468,118849,2020-09-11T00:00:00,CNY,5942669.51,684304.74
PI1985696,118849,2020-11-15T00:00:00,CNY,3116817.9,355649.53
PI1947925,118849,2020-11-25T00:00:00,CNY,1134721.08,130236.66
PI1992278,118849,2020-12-12T00:00:00,CNY,3150137.02,357110.93
PI905386,119855,2019-01-06T00:00:00,CNY,28403.35,3246.5
PI932327,119855,2019-03-15T00:00:00,CNY,752657.7,84805.65
PI917485,119855,2019-03-30T00:00:00,CNY,6.41,0.72
PI916102,119855,2019-03-31T00:00:00,CNY,659349.09,74019.19
PI1070071,119855,2019-06-28T00:00:00,CNY,173314.21,19870.46
PI1085109,119855,2019-07-18T00:00:00,CNY,21250.68,2437.25
PI1944145,120373,2020-10-09T00:00:00,CNY,160175.17,18418.23
PI1982700,120373,2020-12-26T00:00:00,CNY,79694.91,9207.81
PI1998753,120373,2021-01-01T00:00:00,CNY,111438.16,12783.24
PI1994252,120373,2021-01-15T00:00:00,CNY,214363.65,24301.04
PI2009185,120373,2021-02-04T00:00:00,CNY,144299.63,16163.34
PI1061137,120410,2019-05-12T00:00:00,CNY,86784.79,9881.19
PI1103164,120410,2019-05-31T00:00:00,CNY,108352.59,12578.74
PI1046343,120410,2019-06-24T00:00:00,CNY,278358.63,31780.94
PI1160413,120410,2019-06-29T00:00:00,CNY,352362.99,41351.08
PI1120627,120410,2019-07-04T00:00:00,CNY,58540.66,6815.08
PI1116199,120410,2019-07-17T00:00:00,CNY,131433.06,15265.27
PI1045490,120410,2019-07-17T00:00:00,CNY,229504.32,26203.11
PI1160411,120410,2019-09-16T00:00:00,CNY,15888.8,1864.61
PI1150230,120410,2019-09-20T00:00:00,CNY,72643.56,8462.86
PI1150237,120410,2019-09-23T00:00:00,CNY,114627.07,13353.87
PI1947151,120650,2020-10-05T00:00:00,CNY,15904.19,1825.39
PI1960943,120650,2020-10-12T00:00:00,CNY,28416.99,3236.48
PI1960927,120650,2020-10-30T00:00:00,CNY,19813.18,2256.57
PI1947120,120650,2020-11-15T00:00:00,CNY,68520.76,7864.41
PI1947161,120650,2020-12-27T00:00:00,CNY,30630.22,3515.56
PI892895,121232,2019-01-15T00:00:00,CNY,64626.98,7333.97
PI892892,121232,2019-01-19T00:00:00,CNY,12545.99,1440.6
PI869382,121232,2019-02-12T00:00:00,CNY,99263.4,11201.72
PI1013918,121232,2019-04-11T00:00:00,CNY,506.59,56.67
PI993603,121232,2019-04-21T00:00:00,CNY,19814.44,2276.49
PI990177,121232,2019-05-02T00:00:00,CNY,62732.82,7205.12
PI1018301,121232,2019-05-16T00:00:00,CNY,173214.48,19562.56
PI1026283,121232,2019-06-10T00:00:00,CNY,1249.99,141.59
PI1081667,121232,2019-06-13T00:00:00,CNY,93072.67,10674.55
PI1031742,121232,2019-06-20T00:00:00,CNY,6596.46,753.25
PI1031709,121232,2019-06-22T00:00:00,CNY,6130.33,700.02
PI1025230,121232,2019-06-27T00:00:00,CNY,84141.55,9555.11
PI1068874,121232,2019-07-05T00:00:00,CNY,6507.78,746.11
PI1117562,121232,2019-07-16T00:00:00,CNY,202860.74,23616.29
PI1144666,121232,2019-07-21T00:00:00,CNY,166619.1,19438.84
PI1117561,121232,2019-08-07T00:00:00,CNY,121095.78,14097.52
PI1119839,121232,2019-08-09T00:00:00,CNY,42530.63,4941.69
PI1186621,121232,2019-08-26T00:00:00,CNY,104092.69,11989.44
PI1211703,121232,2019-09-17T00:00:00,CNY,192161.21,21693.55
PI1214440,121232,2019-09-29T00:00:00,CNY,200990.89,22677.67
PI1312528,121232,2019-10-02T00:00:00,CNY,81579.5,9035.26
PI1285078,121232,2019-10-24T00:00:00,CNY,215122.63,23680.09
PI1218162,121232,2019-11-03T00:00:00,CNY,96117.34,10859.99
PI1384096,121232,2019-12-01T00:00:00,CNY,116331.56,12735.04
PI1394263,121232,2019-12-29T00:00:00,CNY,194.75,21.43
PI1532087,121232,2020-01-31T00:00:00,CNY,42992.5,5005.15
PI1497597,121232,2020-03-27T00:00:00,CNY,93452.91,10361.41
PI1647519,121232,2020-04-26T00:00:00,CNY,21048.07,2390.16
PI1558406,121232,2020-04-28T00:00:00,CNY,7721.11,874.44
PI1613524,121232,2020-05-21T00:00:00,CNY,39384.15,4482.75
PI1613530,121232,2020-05-29T00:00:00,CNY,199079.24,22659.46
PI1647278,121232,2020-06-04T00:00:00,CNY,51386.0,5835.25
PI1655775,121232,2020-07-06T00:00:00,CNY,93025.4,10426.47
PI1802686,121232,2020-07-13T00:00:00,CNY,32173.57,3539.79
PI1775484,121232,2020-07-17T00:00:00,CNY,161744.46,17777.03
PI1730661,121232,2020-08-11T00:00:00,CNY,16267.37,1844.28
PI1735768,121232,2020-08-16T00:00:00,CNY,164452.28,18663.9
PI1843515,121232,2020-08-27T00:00:00,CNY,25446.1,2898.63
PI1763302,121232,2020-09-07T00:00:00,CNY,26816.99,2946.42
PI1941712,121232,2020-10-24T00:00:00,CNY,116434.04,13363.62
PI1939496,121232,2020-12-08T00:00:00,CNY,121274.9,13971.2
PI1964238,121232,2021-01-09T00:00:00,CNY,97724.69,11171.8
PI897688,121370,2019-01-07T00:00:00,CNY,46093.02,5230.71
PI853421,121370,2019-01-22T00:00:00,CNY,23538.45,2712.53
PI912064,121370,2019-02-05T00:00:00,CNY,79311.88,8903.63
PI1024079,121370,2019-04-25T00:00:00,CNY,142011.77,16126.84
PI1086463,121370,2019-06-20T00:00:00,CNY,7390.41,853.08
PI1093041,121370,2019-06-25T00:00:00,CNY,20486.17,2369.17
PI1343212,121370,2019-10-13T00:00:00,CNY,37348.32,4103.57
PI1253860,121370,2019-10-26T00:00:00,CNY,8065.83,906.26
PI1615044,121370,2020-04-13T00:00:00,CNY,38792.03,4453.68
PI1512752,121565,2020-03-05T00:00:00,CNY,91810.36,10282.9
PI1492129,121565,2020-03-09T00:00:00,CNY,710059.76,77914.82
PI1508572,121565,2020-04-17T00:00:00,CNY,72477.03,8165.17
PI1833636,121565,2020-08-27T00:00:00,CNY,428647.17,49050.55
PI1825277,121565,2020-09-30T00:00:00,CNY,195021.17,21864.37
PI1906364,121565,2020-10-21T00:00:00,CNY,190242.99,21706.87
PI1906365,121565,2020-12-04T00:00:00,CNY,99822.03,11389.77
PI1337311,121735,2019-10-18T00:00:00,CNY,21907.1,2425.59
PI1365589,121735,2020-01-15T00:00:00,CNY,186010.68,20070.22
PI1374754,121735,2020-01-16T00:00:00,CNY,3758.53,402.91
PI1717273,121735,2020-06-15T00:00:00,CNY,5476.92,623.6
PI1844588,121735,2020-08-06T00:00:00,CNY,8182.93,933.63
PI1831756,121735,2020-09-14T00:00:00,CNY,15068.19,1712.84
PI968909,12268,2019-03-28T00:00:00,CNY,55346.8,6319.61
PI936872,12268,2019-04-28T00:00:00,CNY,48464.91,5459.04
PI1052987,12268,2019-05-29T00:00:00,CNY,514175.34,58434.93
PI1131304,12268,2019-08-07T00:00:00,CNY,621317.68,73697.2
PI1277330,12268,2019-11-28T00:00:00,CNY,569431.07,62643.05
PI1428424,12268,2019-12-22T00:00:00,CNY,107981.61,12077.49
PI1394242,12268,2020-01-02T00:00:00,CNY,99797.42,10982.86
PI1426360,12268,2020-01-09T00:00:00,CNY,2044.77,228.7
PI1521850,12268,2020-02-21T00:00:00,CNY,232169.78,25504.84
PI1690377,12268,2020-07-15T00:00:00,CNY,171002.24,19431.92
PI1059223,12309,2019-06-18T00:00:00,CNY,156124.3,17755.76
PI1322553,12309,2019-11-21T00:00:00,CNY,460067.38,50605.91
PI1424883,12309,2019-12-05T00:00:00,CNY,13941.73,1553.1
PI1431274,12309,2020-01-26T00:00:00,CNY,129638.48,14499.76
PI1418632,12309,2020-02-10T00:00:00,CNY,118882.46,13282.17
PI1552719,12309,2020-02-16T00:00:00,CNY,2960.09,337.36
PI1552718,12309,2020-02-24T00:00:00,CNY,590876.57,67342.43
PI926579,12327,2019-01-21T00:00:00,CNY,29704.27,3369.01
PI957813,12327,2019-04-23T00:00:00,CNY,35571.48,4031.23
PI1119522,12327,2019-07-24T00:00:00,CNY,65663.51,7629.52
PI1141479,12327,2019-09-07T00:00:00,CNY,15194.37,1811.62
PI1343295,12327,2019-12-19T00:00:00,CNY,3721.3,409.0
PI1370487,12327,2019-12-28T00:00:00,CNY,14287.31,1530.6
PI1552012,12327,2020-03-26T00:00:00,CNY,18189.69,2073.09
PI1722822,12327,2020-07-03T00:00:00,CNY,19414.54,2189.79
PI1927189,12327,2020-10-05T00:00:00,CNY,28189.68,3231.52
PI1947749,12327,2020-11-07T00:00:00,CNY,1534.19,175.86
PI1927189,12327,2020-11-08T00:00:00,CNY,8560.31,981.31
PI1744869,12351,2020-06-15T00:00:00,CNY,3842.62,431.05
PI1728650,12351,2020-08-07T00:00:00,CNY,1761.04,199.39
PI1264243,123763,2019-10-08T00:00:00,CNY,22641.96,2490.89
PI1264668,123763,2019-11-24T00:00:00,CNY,7461.19,820.66
PI1316315,123763,2019-11-26T00:00:00,CNY,30277.36,3353.34
PI1527421,123763,2020-02-12T00:00:00,CNY,64794.51,7220.69
PI1422004,123763,2020-02-21T00:00:00,CNY,15403.72,1719.5
PI1551862,123763,2020-02-24T00:00:00,CNY,171670.18,19985.64
PI1583280,123763,2020-03-17T00:00:00,CNY,88573.09,10048.49
PI1616056,123763,2020-03-26T00:00:00,CNY,114702.98,13168.96
PI1627226,123763,2020-04-01T00:00:00,CNY,36409.76,4205.77
PI1583272,123763,2020-04-10T00:00:00,CNY,4221.87,478.97
PI1554655,123763,2020-04-23T00:00:00,CNY,83753.72,9545.44
PI1674120,123763,2020-05-05T00:00:00,CNY,9139.14,1014.73
PI1688448,123763,2020-05-18T00:00:00,CNY,175756.51,20097.08
PI1725922,123763,2020-05-27T00:00:00,CNY,21486.12,2423.44
PI1638940,123763,2020-06-03T00:00:00,CNY,140820.18,16194.12
PI1717856,123763,2020-06-03T00:00:00,CNY,136628.74,15556.4
PI1738392,123763,2020-06-04T00:00:00,CNY,28373.61,3234.75
PI1700507,123763,2020-06-21T00:00:00,CNY,15199.07,1749.05
PI1769555,123763,2020-06-28T00:00:00,CNY,94484.94,10378.92
PI1668206,123763,2020-07-05T00:00:00,CNY,86963.1,9683.84
PI1655996,123763,2020-07-08T00:00:00,CNY,99060.6,11127.95
PI1796478,123763,2020-08-03T00:00:00,CNY,120172.06,13286.51
PI1725905,123763,2020-08-07T00:00:00,CNY,46907.57,5290.75
PI1868321,123763,2020-08-17T00:00:00,CNY,149477.77,17179.44
PI1750048,123763,2020-08-31T00:00:00,CNY,135468.34,15098.49
PI1823823,123763,2020-09-04T00:00:00,CNY,42957.34,4771.67
PI1785610,123763,2020-09-10T00:00:00,CNY,18911.9,2078.39
PI1915100,123763,2020-09-24T00:00:00,CNY,86531.43,9995.11
PI1850104,123763,2020-09-28T00:00:00,CNY,86845.72,10066.78
PI1906064,123763,2020-10-06T00:00:00,CNY,1329.5,151.7
PI1796419,123763,2020-10-08T00:00:00,CNY,16135.69,1784.0
PI1927489,123763,2020-10-08T00:00:00,CNY,1076.23,123.37
PI1840807,123763,2020-10-18T00:00:00,CNY,185618.6,21113.39
PI1960184,123763,2020-10-21T00:00:00,CNY,154071.47,17547.56
PI1890265,123763,2020-10-27T00:00:00,CNY,46518.86,5370.16
PI1945885,123763,2020-10-29T00:00:00,CNY,113534.46,13003.79
PI1850089,123763,2020-11-07T00:00:00,CNY,8278.88,959.65
PI1906054,123763,2020-11-19T00:00:00,CNY,46502.48,5305.97
PI1936721,123763,2020-11-25T00:00:00,CNY,207684.12,23911.59
PI1945875,123763,2020-12-01T00:00:00,CNY,175795.56,20134.93
PI1986741,123763,2020-12-13T00:00:00,CNY,163123.75,18613.5
PI1968766,123763,2020-12-18T00:00:00,CNY,4701.28,532.12
PI1980348,123763,2021-01-07T00:00:00,CNY,41130.12,4731.7
PI1364916,123770,2019-11-11T00:00:00,CNY,30842.63,3324.95
PI1427309,123770,2019-12-10T00:00:00,CNY,1165.35,129.62
PI1392330,123770,2020-01-03T00:00:00,CNY,52261.03,5765.06
PI1412811,123770,2020-01-11T00:00:00,CNY,15575.79,1721.49
PI1507747,123770,2020-01-12T00:00:00,CNY,174570.1,19666.85
PI1483122,123770,2020-01-19T00:00:00,CNY,4622.74,508.94
PI1428687,123770,2020-01-30T00:00:00,CNY,41176.46,4579.95
PI1483338,123770,2020-03-03T00:00:00,CNY,2148.24,237.44
PI1663083,123770,2020-05-16T00:00:00,CNY,44137.67,4890.54
PI1712281,123770,2020-06-15T00:00:00,CNY,41830.23,4747.32
PI1667367,123770,2020-06-19T00:00:00,CNY,22.62,2.51
PI1681871,123770,2020-07-26T00:00:00,CNY,48978.78,5496.82
PI1772174,123770,2020-07-28T00:00:00,CNY,51878.97,5674.64
PI1854304,123770,2020-08-28T00:00:00,CNY,187315.94,21542.51
PI1900585,123770,2020-09-15T00:00:00,CNY,333293.68,38092.66
PI1851624,123770,2020-10-28T00:00:00,CNY,47095.27,5409.66
PI871123,12398,2019-01-15T00:00:00,CNY,9694.06,1093.96
PI902892,12398,2019-03-22T00:00:00,CNY,15362.85,1748.52
PI954411,12398,2019-05-10T00:00:00,CNY,10321.81,1179.96
PI1099395,12398,2019-07-05T00:00:00,CNY,41241.94,4783.47
PI1225064,124088,2019-08-16T00:00:00,CNY,1763.87,200.32
PI1417194,124088,2019-12-31T00:00:00,CNY,1075.03,118.91
PI870065,125362,2018-12-11T00:00:00,CNY,192973.59,21735.88
PI1318334,125362,2019-10-15T00:00:00,CNY,120683.71,13343.45
PI1508385,125362,2020-03-03T00:00:00,CNY,89484.44,10081.21
